model,tag,x,y,pred_mean,pred_std,lower_95,upper_95
dist_auto_full_xy_matern32_previous,a,0.0,0.465724,0.47113335079894314,0.0011118294527268813,0.4689542051146476,0.4733124964832387
dist_auto_full_xy_matern32_previous,a,0.2,0.466861,0.47086748229126707,0.0011504873717139061,0.46861256847803967,0.47312239610449447
dist_auto_full_xy_matern32_previous,a,0.2,0.466057,0.46999397429636897,0.0010664859971409072,0.4679037001519565,0.47208424844078145
dist_auto_full_xy_matern32_previous,a,0.4,0.468116,0.471097276574576,0.0017788661400082964,0.46761076300684196,0.47458379014231006
dist_auto_full_xy_matern32_previous,a,0.4,0.467146,0.46985023290800065,0.0011399597355597677,0.4676159528824777,0.4720845129335236
dist_auto_full_xy_matern32_previous,a,0.4,0.465839,0.46907204198794683,0.0011157337036817314,0.4668852441123931,0.47125883986350053
dist_auto_full_xy_matern32_previous,a,0.6,0.469295,0.47158101380848266,0.0011288520281418331,0.46936850448944967,0.47379352312751566
dist_auto_full_xy_matern32_previous,a,0.6,0.468236,0.47042593843849156,0.0010645490569650238,0.46833946062706405,0.4725124162499191
dist_auto_full_xy_matern32_previous,a,0.6,0.467101,0.4694441795365402,0.0016893257072168998,0.4661331619922374,0.472755197080843
dist_auto_full_xy_matern32_previous,a,0.6,0.466217,0.4686967383998353,0.0012032960467494485,0.46633832148546694,0.4710551553142036
dist_auto_full_xy_matern32_previous,a,0.8,0.470466,0.4723543461139087,0.0010730645528851182,0.4702511782371673,0.4744575139906501
dist_auto_full_xy_matern32_previous,a,0.8,0.469381,0.47101398765667746,0.0010126792779648719,0.46902917274397626,0.47299880256937865
dist_auto_full_xy_matern32_previous,a,0.8,0.468414,0.469806207388313,0.0010533611777474746,0.4677416574172153,0.47187075735941075
dist_auto_full_xy_matern32_previous,a,0.8,0.467748,0.4688801903592494,0.0011007125244586126,0.46672283345397836,0.4710375472645204
dist_auto_full_xy_matern32_previous,a,0.8,0.467487,0.4686839127790479,0.0017149921430145607,0.4653225899449702,0.4720452356131256
dist_auto_full_xy_matern32_previous,a,1.0,0.471703,0.4733960561611832,0.0010864787030758253,0.4712665970331848,0.4755255152891816
dist_auto_full_xy_matern32_previous,a,1.0,0.470628,0.47197167398276657,0.001015520751296428,0.4699812898846725,0.4739620580808606
dist_auto_full_xy_matern32_previous,a,1.0,0.469695,0.47060827173453246,0.0009986163968751446,0.468651019562286,0.4725655239067789
dist_auto_full_xy_matern32_previous,a,1.0,0.469032,0.4694588643046588,0.0010003307243310726,0.46749825211234103,0.4714194764969765
dist_auto_full_xy_matern32_previous,a,1.0,0.468706,0.46866957862767367,0.0010623706705809822,0.4665873703751033,0.47075178688024405
dist_auto_full_xy_matern32_previous,a,1.0,0.468784,0.4683618680063113,0.0011580203108279125,0.4660921899037227,0.4706315461088999
dist_auto_full_xy_matern32_previous,a,1.2,0.473035,0.47468254966631684,0.0011367928377838837,0.47245447664637735,0.47691062268625634
dist_auto_full_xy_matern32_previous,a,1.2,0.471969,0.47322824999699625,0.0010434311225275374,0.47118316257649406,0.47527333741749844
dist_auto_full_xy_matern32_previous,a,1.2,0.470924,0.47168967992541905,0.0010139697248867372,0.46970233578322707,0.47367702406761103
dist_auto_full_xy_matern32_previous,a,1.2,0.470091,0.4702209022799567,0.0010051715469356905,0.46825080224967836,0.4721910023102351
dist_auto_full_xy_matern32_previous,a,1.2,0.469594,0.4690419560336776,0.0010062402848827635,0.46706976131551403,0.47101415075184117
dist_auto_full_xy_matern32_previous,a,1.2,0.469333,0.46836172177340574,0.001016507984304531,0.46636940273417143,0.47035404081264004
dist_auto_full_xy_matern32_previous,a,1.2,0.469293,0.4683716928750697,0.001110642165451043,0.4661948742310741,0.4705485115190653
dist_auto_full_xy_matern32_previous,a,1.4,0.474378,0.4761762281709579,0.00121294147923572,0.47379890655630114,0.47855354978561465
dist_auto_full_xy_matern32_previous,a,1.4,0.473376,0.47466860906928543,0.0011036662159086036,0.47250546303515095,0.4768317551034199
dist_auto_full_xy_matern32_previous,a,1.4,0.472188,0.47300675059472685,0.0010511555572127666,0.4709465235604407,0.475066977629013
dist_auto_full_xy_matern32_previous,a,1.4,0.471078,0.47127707190515333,0.0010288300110983934,0.4692606021371865,0.47329354167312016
dist_auto_full_xy_matern32_previous,a,1.4,0.470101,0.4697558077008433,0.0010201108454494748,0.4677564271835236,0.471755188218163
dist_auto_full_xy_matern32_previous,a,1.4,0.469424,0.46872465230508775,0.0010204008278068258,0.46672470343279154,0.47072460117738396
dist_auto_full_xy_matern32_previous,a,1.4,0.46911,0.46833474301495326,0.0010298211358441937,0.4663163306781805,0.470353155351726
dist_auto_full_xy_matern32_previous,a,1.4,0.469337,0.4685451059030546,0.0010554377034715763,0.46647648601632463,0.47061372578978455
dist_auto_full_xy_matern32_previous,a,1.6,0.475716,0.47849102572213903,0.0013777877054917773,0.4757906114410331,0.481191440003245
dist_auto_full_xy_matern32_previous,a,1.6,0.474912,0.47690193070891645,0.0015780855548635914,0.4738089398568609,0.479994921560972
dist_auto_full_xy_matern32_previous,a,1.6,0.473613,0.4744763972613037,0.001199444589553515,0.47212552906432736,0.47682726545828
dist_auto_full_xy_matern32_previous,a,1.6,0.471954,0.47253686404923595,0.001078365997373607,0.47042330553223105,0.47465042256624085
dist_auto_full_xy_matern32_previous,a,1.6,0.470301,0.4707580122155639,0.0010534650849270727,0.4686932585901364,0.4728227658409914
dist_auto_full_xy_matern32_previous,a,1.6,0.469216,0.4694377443878707,0.0010435463365276963,0.46739243115207774,0.4714830576236637
dist_auto_full_xy_matern32_previous,a,1.6,0.468893,0.4687637360429307,0.0010438646605429862,0.4667177989035323,0.4708096731823291
dist_auto_full_xy_matern32_previous,a,1.6,0.469162,0.46871955877746957,0.0010536385207349421,0.46665446522410503,0.4707846523308341
dist_auto_full_xy_matern32_previous,a,1.6,0.470074,0.4691105534723515,0.0010838928563851487,0.4669861625107363,0.47123494443396663
dist_auto_full_xy_matern32_previous,a,1.8,0.477043,0.4795839671853731,0.001305926557579973,0.47702439816606196,0.48214353620468425
dist_auto_full_xy_matern32_previous,a,1.8,0.476539,0.47844702054858657,0.0012435614819739202,0.4760096848313564,0.4808843562658167
dist_auto_full_xy_matern32_previous,a,1.8,0.474919,0.47641795767209394,0.001211125367188577,0.47404419557164146,0.4787917197725464
dist_auto_full_xy_matern32_previous,a,1.8,0.472657,0.4747059355512442,0.0016785093019818522,0.47141611777164427,0.4779957533308441
dist_auto_full_xy_matern32_previous,a,1.8,0.470523,0.4720221756574102,0.001315685957566004,0.46944347856561575,0.4746008727492047
dist_auto_full_xy_matern32_previous,a,1.8,0.469212,0.47045219655168,0.0010936612028179587,0.4683086599828681,0.47259573312049197
dist_auto_full_xy_matern32_previous,a,1.8,0.468967,0.4695392124075312,0.0010835862810961963,0.467415422322441,0.47166300249262144
dist_auto_full_xy_matern32_previous,a,1.8,0.469506,0.4692512482715957,0.001083877455985932,0.4671268874942084,0.471375609048983
dist_auto_full_xy_matern32_previous,a,1.8,0.470553,0.4694108817419974,0.0010974733670336648,0.4672598734686195,0.4715618900153753
dist_auto_full_xy_matern32_previous,a,1.8,0.471751,0.46982947882174625,0.0011557905411232361,0.46756417098747266,0.47209478665601984
dist_auto_full_xy_matern32_previous,b,0.0,0.424019,0.47265335736578346,0.016412343177376186,0.44048575583621447,0.5048209588953525
dist_auto_full_xy_matern32_previous,b,0.2,0.430974,0.4726618812951514,0.01639169378891378,0.4405347518232715,0.5047890107670313
dist_auto_full_xy_matern32_previous,b,0.2,0.43049,0.4726083330774734,0.016242984065357808,0.4407726693079141,0.5044439968470327
dist_auto_full_xy_matern32_previous,b,0.4,0.440313,0.47261132042413834,0.01639596188411881,0.440475825639374,0.5047468152089027
dist_auto_full_xy_matern32_previous,b,0.4,0.441443,0.4725423037373333,0.016308536228614078,0.440578160088683,0.5045064473859836
dist_auto_full_xy_matern32_previous,b,0.4,0.444153,0.4723806406216813,0.016338425170253697,0.44035791572388133,0.5044033655194813
dist_auto_full_xy_matern32_previous,b,0.6,0.449675,0.4725387869164355,0.016430571089943433,0.4403354593347214,0.5047421144981497
dist_auto_full_xy_matern32_previous,b,0.6,0.451934,0.472407834460202,0.01644929562016542,0.4401678074736253,0.5046478614467786
dist_auto_full_xy_matern32_previous,b,0.6,0.454844,0.4721262546336016,0.016654628192038813,0.4394837832013001,0.5047687260659031
dist_auto_full_xy_matern32_previous,b,0.6,0.458028,0.4716895605118606,0.016998241660265114,0.43837361905723266,0.5050055019664885
dist_auto_full_xy_matern32_previous,b,0.8,0.456695,0.472372438114471,0.01652970765388467,0.43997480643788095,0.504770069791061
dist_auto_full_xy_matern32_previous,b,0.8,0.460236,0.4721622658673576,0.016692049696499685,0.4394464496340655,0.5048780821006498
dist_auto_full_xy_matern32_previous,b,0.8,0.464017,0.4716708108105776,0.017041844113843935,0.4382694101172976,0.5050722115038576
dist_auto_full_xy_matern32_previous,b,0.8,0.467235,0.47104608193893294,0.017267076347462093,0.43720323417960383,0.504888929698262
dist_auto_full_xy_matern32_previous,b,0.8,0.469085,0.4709434907096775,0.017273694024742915,0.43708767254121667,0.5047993088781384
dist_auto_full_xy_matern32_previous,b,1.0,0.460684,0.47220440367601496,0.01667095517713541,0.439529931940948,0.5048788754110819
dist_auto_full_xy_matern32_previous,b,1.0,0.465576,0.4718152668907381,0.016957733963280108,0.43857871906329743,0.5050518147181788
dist_auto_full_xy_matern32_previous,b,1.0,0.470179,0.4711903805061834,0.01724325830593165,0.4373942152504362,0.5049865457619306
dist_auto_full_xy_matern32_previous,b,1.0,0.473687,0.470943743140553,0.017273693920301144,0.43708792517679423,0.5047995611043117
dist_auto_full_xy_matern32_previous,b,1.0,0.475292,0.470962427387195,0.017273355026569487,0.4371072736429449,0.5048175811314451
dist_auto_full_xy_matern32_previous,b,1.0,0.474402,0.47138938524998225,0.01713250244925087,0.43781029748440625,0.5049684730155583
dist_auto_full_xy_matern32_previous,b,1.2,0.461185,0.4720312079224532,0.016802780369072047,0.43909836355893533,0.5049640522859711
dist_auto_full_xy_matern32_previous,b,1.2,0.466826,0.4716004832244016,0.017084074978018275,0.4381163115583039,0.5050846548904994
dist_auto_full_xy_matern32_previous,b,1.2,0.472169,0.4711757528417325,0.01724515168247514,0.4373758766361509,0.5049756290473141
dist_auto_full_xy_matern32_previous,b,1.2,0.47637,0.47114283717235067,0.0172503696610401,0.4373327339167097,0.5049529404279917
dist_auto_full_xy_matern32_previous,b,1.2,0.478356,0.47148473882628406,0.017089850670450973,0.4379892470110325,0.5049802306415356
dist_auto_full_xy_matern32_previous,b,1.2,0.477271,0.4717705627905682,0.01667186152638886,0.4390943146436071,0.5044468109375294
dist_auto_full_xy_matern32_previous,b,1.2,0.473039,0.4718041243973317,0.016269118343322852,0.439917238384199,0.5036910104104645
dist_auto_full_xy_matern32_previous,b,1.4,0.457991,0.47196168829438956,0.01682875354026978,0.43897793745075986,0.5049454391380193
dist_auto_full_xy_matern32_previous,b,1.4,0.463982,0.4716996389078436,0.017001828682217973,0.4383766670193763,0.505022610796311
dist_auto_full_xy_matern32_previous,b,1.4,0.470076,0.47159216198662424,0.017048414539694662,0.4381778834953137,0.5050064404779347
dist_auto_full_xy_matern32_previous,b,1.4,0.475266,0.47170588735573316,0.016900250888729897,0.4385820042841315,0.5048297704273348
